,Vmag,Plx,e_Plx,B-V,SpType,Class,Abs_Vmag,L,T,R
3013,7.26,12.38,1.08,0.424,F3V,Dwarf,2.723603223420495,6.959853047356385,7050.0,1233189957.6710687
3014,7.03,5.43,1.12,0.147,A3III/IV,Dwarf,0.7039991479442378,44.71789533457711,9250.0,1815789040.7580862
3015,7.57,8.3,0.86,0.173,A3V,Dwarf,2.165390461880369,11.638476527258359,9250.0,926345040.1075879
3016,9.14,1.66,1.38,1.356,K2III,Giant,0.24054044020027554,68.52892801072711,4700.0,8706616825.22287
3017,6.98,1.55,0.72,1.843,K2II:p,Giant,-2.068341509148542,574.7408329430857,4700.0,25214391347.329872
3018,8.66,2.02,1.08,1.476,K3/K4III:,Giant,0.18675684723312003,72.0092738537033,4550.0,9523127544.315882
3019,9.43,16.47,2.47,0.668,K0V,Dwarf,5.513467995848771,0.532843143464896,5000.0,678371916.7356322
3020,3.88,23.28,0.98,1.013,K0III,Giant,0.7149148798892533,44.2705429145431,5000.0,6183375115.209724
3021,10.48,6.16,3.88,0.506,F5/F6IV/V,Dwarf,4.427903560822129,1.4482597830638742,6750.0,613654422.2350726
3022,9.07,2.49,1.36,0.988,K0III,Giant,1.050996735478682,32.484449157572705,5000.0,5296706678.635272
3023,7.84,0.69,1.08,1.195,G8III,Giant,-2.9657545463137236,1313.575043330529,5200.0,31140740504.1108
3024,7.43,2.55,0.63,1.26,K1III,Giant,-0.5372990978302248,140.28945446125624,4850.0,11698689504.34354
3025,3.6,28.48,0.77,1.065,K0III,Giant,0.8726999248240936,38.28227440357958,5000.0,5749989290.146805
3026,7.24,14.48,0.62,0.893,G8/K0IV,Dwarf,3.043842809305641,5.182006430642961,5200.0,1955917196.4056075
3027,10.22,4.13,1.72,0.591,F6V,Dwarf,3.299750258282007,4.093831310377248,6600.0,1079158607.4100928
3028,8.03,16.81,1.01,0.725,G5III,Giant,4.157838567197354,1.857281663444204,5500.0,1046698700.6224432
3029,8.41,5.86,1.14,0.398,F0V,Dwarf,2.2494880800904546,10.770985382043374,7500.0,1355543222.5420334
3030,7.02,2.18,0.73,1.499,K5III,Giant,-1.2877175319769751,280.03165981268234,4250.0,21524540334.203835
3031,6.86,6.48,0.94,1.096,K1IIICNIV,Dwarf,0.9178750293529667,36.72204031769926,4850.0,5985330037.059304
3032,9.16,0.98,1.17,1.187,K1/K2III,Giant,-0.8838696215375261,193.04565930563479,4850.0,13723178796.06933
3033,8.69,11.97,1.25,0.544,G1V,Dwarf,4.080470752032053,1.994464985190815,5900.0,942578139.615041
3034,10.23,3.89,1.76,0.642,G2V,Dwarf,3.1797480066285395,4.572284022067422,5800.0,1476790165.1033356
3035,6.9,14.91,0.9,0.534,G0V,Dwarf,2.7673882172649726,6.684750657181571,6000.0,1668584803.7596433
3036,8.61,5.44,0.77,0.468,F3/F5V,Dwarf,2.2879944984908995,10.395661101152719,7050.0,1507148345.1767797
3037,9.39,5.2,4.03,0.459,F3V,Dwarf,2.970016718173998,5.546638139783936,7050.0,1100892368.9138432
3038,7.38,5.58,0.89,1.108,K0III,Giant,1.1131709946878914,30.67641343879303,5000.0,5147193095.297962
3039,8.73,3.4,0.93,1.036,K0III,Giant,1.3873945852112755,23.82921642504626,5000.0,4536522306.349033
3040,8.99,1.64,1.34,0.463,F3V,Dwarf,0.06421924023849002,80.61314787602294,7050.0,4196941199.720099
3041,5.92,4.93,0.82,1.104,G8III,Giant,-0.6157654036138496,150.80407926621152,5200.0,10551350160.841398
3042,6.15,8.6,0.79,0.911,G5IV,Dwarf,0.8224922562178403,40.09422148961553,5500.0,4863217488.100526
3043,8.99,4.25,1.45,1.134,K0III,Giant,2.131944650251558,12.002594013797522,5000.0,3219628239.985776
3044,9.09,16.75,1.37,0.763,G8V,Dwarf,5.21007405686432,0.7046328959798215,5200.0,721245220.9025295
3045,6.15,24.2,0.51,0.448,F5/F6IV/V,Dwarf,3.0690768299021567,5.0629523947524735,6750.0,1147367528.403441
3046,8.38,3.25,0.85,0.915,G6III/IV,Dwarf,0.939416804894373,36.000594276011135,5400.0,4780523900.296209
3047,8.5,5.07,1.56,0.406,F2III/IV,Dwarf,2.0250397966666807,13.244609460135763,7200.0,1631033060.3167853
3048,9.28,9.19,0.78,0.513,F6V,Dwarf,4.096577556930557,1.9650942190017855,6600.0,747673514.3293679
3049,8.85,4.21,1.4,1.01,G8/K0III,Giant,1.9714104791783402,13.915279595977335,5200.0,3205143361.654822
3050,9.14,3.64,1.77,1.038,K0/K1IV,Dwarf,1.9455069182452807,14.251279901803349,5000.0,3508286924.0886188
3051,9.27,21.9,3.1,0.999,K3V,Dwarf,5.972220574200591,0.3492121477582703,4550.0,663177917.3587269
3052,6.41,7.9,0.59,0.888,G6II/III,Giant,0.8981354564522075,37.39581648191071,5400.0,4872279219.224947
3053,8.91,7.44,1.23,1.006,K1/K2III,Giant,3.267864677729392,4.215846614671002,4850.0,2027996037.3285856
3054,9.46,3.73,1.18,0.648,G3V,Dwarf,2.318544159043441,10.107218372207662,5700.0,2273391812.84905
3055,7.05,4.12,0.84,1.626,M2III,Giant,0.1244860801656742,76.26020370266158,3300.0,18630704571.07367
3056,8.17,4.33,0.8,1.127,K1IIICN...,Giant,1.3524394817668277,24.608916315446592,4850.0,4899716429.327271
3057,5.04,6.4,0.87,-0.15,B4V,Dwarf,-0.929100130080565,201.25799062130758,19000.0,913014222.3698461
3058,8.07,16.11,0.92,0.517,F7V,Dwarf,4.10547770209609,1.9490507394182528,6450.0,779651146.4204897
3059,7.2,2.84,0.86,1.599,K5III,Giant,-0.5334082997648135,139.7875942671297,4250.0,15207738417.27809
3060,9.28,3.79,1.2,0.559,F7/F8V,Dwarf,2.17319604984036,11.555101018642736,6450.0,1898347097.104211
3061,5.44,4.63,0.74,1.076,G6III,Giant,-1.2320950449102313,266.0461922934167,5400.0,12995685198.345175
3062,4.95,18.71,0.73,0.17,A5V,Dwarf,1.3103689375000478,25.581236522753482,8750.0,1534803705.4659984
3063,9.1,24.04,5.66,0.772,G8/K0V:,Dwarf,6.00467231665351,0.33892843679665907,5200.0,500213600.217752
3064,9.35,0.87,2.47,0.43,B0III,Giant,-0.9524037369069074,205.62458208957875,25000.0,533047213.5573811
3065,8.99,10.95,1.52,0.617,G2V,Dwarf,4.1870705958806855,1.8079415491779427,5800.0,928633580.394209
3066,6.12,8.98,0.58,0.162,A5III,Giant,0.8863816833365235,37.80286887467755,8750.0,1865754305.034719
3067,2.86,45.74,0.55,0.29,F0V,Dwarf,1.1614808013536484,29.341324269391656,7500.0,2237306617.782846
3068,7.52,3.38,0.75,1.212,K1III,Giant,0.1645835013882735,73.49506954696608,4850.0,8467472676.233511
3069,9.41,28.66,1.41,0.863,K0V,Dwarf,6.696380930306629,0.1792301141407483,5000.0,393435605.46235526
3070,9.45,4.4,1.05,0.434,F2V,Dwarf,2.667263382430937,7.330559320455986,7200.0,1213421656.9180925
3071,8.43,3.84,1.35,1.086,K0III,Giant,1.3516561218376548,24.626678956064897,5000.0,4611806681.866918
3072,9.06,0.27,1.29,1.073,K0III,Giant,-3.783181179205064,2788.9555465436297,5000.0,49078238394.85903
3073,10.48,25.12,2.54,1.246,K7V:,Dwarf,7.480098175325793,0.0870780500006173,3950.0,439408379.6101162
3074,7.66,5.42,0.58,0.463,F3II,Giant,1.3299964326919351,25.122921985003003,7050.0,2342960783.1708446
3075,10.38,6.07,1.75,0.3,A8/A9V,Dwarf,4.295943455376287,1.635434307927197,8000.0,464242350.62696254
3076,7.96,8.04,1.03,1.019,K0III,Giant,2.4862802437422573,8.660319641843802,5000.0,2734860197.192031
3077,8.8,6.35,1.36,0.725,G3/G5V,Dwarf,2.813868626459879,6.404601847360215,5700.0,1809691453.1101947
3078,8.36,2.42,0.93,1.113,K1IIICN...,Giant,0.27907682990215577,66.13915251547955,4850.0,8032560664.069347
3079,7.83,4.04,1.06,1.001,G8/K0III,Giant,0.8619068255530262,38.66474796135744,5200.0,5342679017.298746
3080,8.12,5.69,0.94,0.353,F2III/IV,Dwarf,1.8955613319753564,14.922207855582403,7200.0,1731249767.894053
3082,5.15,8.76,0.64,1.471,K5III,Giant,-0.13747946915959552,97.07095994889355,4250.0,12672870022.625296
3083,4.84,9.05,0.73,1.372,K4III,Giant,-0.37675710397398277,121.0054905486106,4400.0,13200955401.432606
3084,7.94,6.52,0.6,0.397,F0II/III,Giant,2.0112379786596026,13.414057236823924,7500.0,1512745010.8372393
3085,8.32,2.14,0.97,1.506,K4III,Giant,-0.027931133254044838,87.75418539319774,4400.0,11241823049.919697
3086,9.88,10.53,2.99,0.545,F7/F8IV/V,Dwarf,4.992141855927434,0.8612714951985078,6450.0,518273240.84905183
3087,7.57,5.14,0.76,0.312,A9V,Dwarf,1.1248155949763792,30.34914870112073,7750.0,2130973407.9128938
3088,9.57,9.22,1.58,0.602,G0V,Dwarf,4.393654605268146,1.4946748451619856,6000.0,789003701.2496595
3089,8.36,10.72,0.83,0.453,F5V,Dwarf,3.5109739267837554,3.3700498765221116,6750.0,936092567.6363735
3090,8.78,2.69,0.87,1.288,K2/K3III,Giant,0.9287614000120392,36.35566065660382,4700.0,6341594713.6368265
3091,9.8,22.52,1.48,0.855,K0V,Dwarf,6.562841930896543,0.20268854409698275,5000.0,418391421.5275559
3092,9.29,4.96,1.2,1.335,K3III,Giant,2.767408382450988,6.6846264975515055,4550.0,2901509242.102189
3093,8.85,3.09,1.15,0.048,A1V,Dwarf,1.2997923971241736,25.831662450912706,9750.0,1242153094.4127312
3094,8.35,6.55,1.18,0.478,F3V,Dwarf,2.4312064999589165,9.110967563503412,7050.0,1410951854.66138
3095,8.71,13.15,0.85,0.614,G1/G2V,Dwarf,4.304628764128886,1.6224032590165025,5900.0,850126511.9210871
3096,9.01,1.43,0.91,1.06,G8III,Giant,-0.21331981267469047,104.09430046419108,5200.0,8766272502.48525
3097,7.28,11.96,0.84,0.446,F5V,Dwarf,2.668655898261962,7.321163044462842,6750.0,1379719086.653573
3098,8.32,2.76,1.27,1.154,K0III,Giant,0.5245454103260894,52.75533361153268,5000.0,6749962447.466427
3099,6.71,6.57,0.54,0.883,G8III,Giant,0.7978268477989037,41.01553991778547,5200.0,5502698370.14727
3100,9.31,11.58,1.4,0.667,G3V,Dwarf,4.6285427969570865,1.2038900826090246,5700.0,784606470.8936472
3101,7.81,6.35,0.98,0.446,F5V,Dwarf,1.823868626459877,15.9408536638795,6750.0,2035899896.6884534
3102,8.82,0.21,0.93,1.183,K0/K1III,Giant,-4.568903526330406,5751.034310789711,5000.0,70475984135.60391
3103,10.56,20.85,2.04,1.086,K4V,Dwarf,7.155530296548882,0.11742003877097205,4400.0,411219722.0903597
3104,9.27,1.78,1.04,1.446,K4/K5III,Giant,0.5221000115444703,52.87429396852777,4400.0,8726199067.5066
3105,7.71,5.1,1.09,1.368,K3III,Giant,1.2478508804896826,27.097547330845405,4550.0,5841849669.877692
3106,4.98,2.71,0.9,1.378,K3II-III,Giant,-2.855153545627971,1186.348585390988,4550.0,38653741998.63481
3107,7.65,5.29,0.8,1.122,K1III,Giant,1.2672783601759292,26.616969699365512,4850.0,5095701813.985648
3108,6.36,13.96,0.9,0.238,A3III,Giant,2.084427091435712,12.539582379916483,9250.0,961537551.0851907
3109,8.56,3.03,0.75,1.369,K3III,Giant,0.9672131425115236,35.090583433132366,4550.0,6647841858.2481985
3110,8.55,4.28,0.95,1.051,K0III,Giant,1.7072188450658619,17.748995446341183,5000.0,3915209977.963422
3111,8.17,10.92,1.04,0.478,F3V,Dwarf,3.361113191843593,3.868864903941616,7050.0,919436471.4370713
3112,8.42,4.18,1.24,1.05,G8III,Giant,1.5258814088751755,20.975499564691148,5200.0,3935116984.4956136
3113,11.94,12.12,4.89,1.093,K7V:,Dwarf,7.357513099151333,0.09748664680458918,3950.0,464928911.43647
3114,8.75,14.55,0.84,0.594,G1V,Dwarf,4.564314966609631,1.2772597603887552,5900.0,754299413.8915061
3115,6.43,5.05,0.58,1.26,K2/K3III,Giant,-0.053543109406692935,89.84897612173337,4700.0,9969400169.850958
3116,7.23,5.47,0.85,1.096,K1III,Giant,0.9199366316671558,36.65237503261236,4850.0,5979649965.015293
3118,9.58,1.79,1.35,0.204,B1.5III,Giant,0.8442651548994657,39.29815834267983,23500.0,263729403.83940548
3119,8.25,3.92,1.2,1.22,K0III,Giant,1.2164303351022863,27.8932306883078,5000.0,4908147199.825143
3120,5.69,1.67,0.69,1.435,K0Ib+...,Giant,-3.196417644262082,1624.5184831224612,5000.0,37456785010.601845
3121,9.7,2.87,1.32,0.482,F3V,Dwarf,1.9894094836699612,13.686486762853935,7050.0,1729322274.233089
3123,9.91,3.97,1.54,0.737,G8V:,Dwarf,2.903952533815577,5.894633454066462,5200.0,2086074880.2535844
3124,9.16,4.81,1.11,0.232,A2III,Giant,2.5707253818691598,8.012244769208179,9500.0,728682050.9854406
3125,8.4,3.44,0.99,1.147,K2III,Giant,1.0827922128576493,31.546900174362158,4700.0,5907324231.933189
3126,6.24,7.78,0.81,0.976,K0III,Giant,0.6948979849484456,45.09433626578338,5000.0,6240640559.101889
3127,7.34,1.69,0.93,1.201,K0III,Giant,-1.5205664769316325,347.0174263776376,5000.0,17311863219.84458
3128,8.93,11.52,1.2,0.64,G2/G3V,Dwarf,4.237262395435966,1.7262618795599087,5800.0,907414117.0584519
3129,7.37,1.66,1.0,1.612,M2/M3III,Giant,-1.529459559799724,349.8716009965083,3300.0,39905673497.70005
3130,9.8,3.68,1.46,0.455,F2V,Dwarf,2.6292390933675893,7.591849231473372,7200.0,1234857867.3538842
3131,8.62,2.7,1.71,0.403,F3V,Dwarf,0.7768188207949365,41.816921366974334,7050.0,3022776050.1697245
3132,7.15,23.3,0.86,0.712,G6IV,Dwarf,3.9867796051300957,2.1742261491045887,5400.0,1174824557.7966917
3133,8.9,3.73,1.22,1.15,K1III,Giant,1.7585441590434403,16.929442029739963,4850.0,4063928173.9021215
3134,8.57,1.19,1.2,1.035,K1III,Giant,-1.0522651930373463,225.435120618943,4850.0,14829806665.815474
3135,7.42,5.97,0.83,-0.016,A0V,Dwarf,1.2998716556468448,25.829776721062824,10000.0,1180778684.171686
3136,8.33,2.07,1.28,1.047,K0III,Giant,-0.09014827271541037,92.92999558520583,5000.0,8958723401.994587
3137,8.94,5.12,1.25,0.676,G3V,Dwarf,2.486349804879154,8.659764781510788,5700.0,2104318702.3271508
3138,10.12,4.35,1.6,0.48,F3/F5V,Dwarf,3.312446284773186,4.046236685763319,7050.0,940276508.9081153
3139,8.07,11.54,0.67,0.365,F2IV/V,Dwarf,3.381029044098563,3.798541127920763,7200.0,873477258.0576739
3140,9.87,8.07,1.72,0.623,G2/G3V,Dwarf,4.40436767361035,1.4799985430848075,5800.0,840200305.8712602
3141,7.82,0.01,1.0,1.093,K1III,Giant,-12.18,6372854.343504495,4850.0,2493398520917.739
3142,6.33,3.19,0.71,0.013,B7II,Giant,-1.151046584714095,246.90851764744852,14500.0,1736361749.2368534
3143,8.94,1.56,1.0,1.419,K4III,Giant,-0.09437700822769202,93.29266380504622,4400.0,11591151237.54112
3144,7.93,3.04,0.75,1.399,K3III,Giant,0.3443679180437691,62.278896445869094,4550.0,8856371779.764206
3145,9.3,4.36,1.46,0.972,K2III,Giant,2.4974324463429305,8.57181563569594,4700.0,3079277817.3556576
3146,6.01,2.81,0.83,-0.03,B9IV-Vn,Dwarf,-1.7464684004746012,427.283861243584,11500.0,3631372016.6085567
3147,9.51,14.64,1.1,0.74,G8V,Dwarf,5.3377053836118655,0.6264809618286168,5200.0,680072838.856492
3148,8.02,14.08,0.93,0.556,G0V,Dwarf,3.7630132740304667,2.671871950552207,6000.0,1054905357.8184737
3149,9.58,17.12,1.53,0.821,G8V,Dwarf,5.747518801705672,0.4295111710541246,5200.0,563104143.6064523
3150,7.88,0.58,1.78,0.83,G5III/IV,Dwarf,-3.3028600321853148,1791.8584625483536,5500.0,32511323579.11997
3151,7.47,14.53,1.21,0.55,F8V,Dwarf,3.2813280714901065,4.163889345236903,6300.0,1194473913.3159273
3152,5.14,41.01,0.89,0.448,F5V,Dwarf,3.2044488464374234,4.469432464345869,6750.0,1078020010.5695686
3153,8.25,9.81,1.21,0.448,F5V,Dwarf,3.2083450368997433,4.453421757238059,6750.0,1076087399.6735203
3154,8.15,4.44,0.94,1.045,G8/K0III,Giant,1.386914850573099,23.83974825386853,5200.0,4195196654.8123026
3155,9.04,3.33,1.36,1.518,K3/K4III,Giant,1.6522211675315983,18.671272995591583,4550.0,4849225157.830504
3156,8.29,6.31,1.69,0.4,F7V,Dwarf,2.2901467962206716,10.375072774548604,6450.0,1798805989.9067185
3157,7.05,2.8,0.77,1.615,M2/M3III,Giant,-0.7142098432889021,165.11738357495915,3300.0,27414270762.506363
3158,8.14,8.12,0.82,0.433,F3V,Dwarf,2.687780146205876,7.193330327380705,7050.0,1253703812.594548
3159,7.76,0.8,0.9,1.472,K5/M0III,Giant,-2.7245500650402814,1051.8852374424835,4250.0,41717137269.45856
3161,7.81,3.17,0.8,1.642,M1/M2III,Giant,0.31529631108875655,63.96908254876503,3400.0,16074423473.703236
3162,11.18,3.24,2.04,0.117,A0Ia:,Giant,3.7327250510330607,2.74746092591797,10000.0,385100374.372988
3163,8.38,5.52,1.07,0.318,A9III,Giant,2.089695388645996,12.478881211113183,7750.0,1366446393.6515412
3164,6.33,17.15,0.78,0.461,F6V,Dwarf,2.501320621893946,8.541172144446046,6600.0,1558759254.412095
3165,7.18,2.3,0.78,0.031,B1V SB,Dwarf,-1.011360819912035,217.0996000927419,23500.0,619871923.264232
3166,9.01,4.43,1.33,1.015,G8/K0IV,Dwarf,2.2420186311153483,10.845344772147397,5200.0,2829587788.7807374
3167,8.3,3.19,1.01,1.007,G8III,Giant,0.8189534152859057,40.2251239532663,5200.0,5449418813.30463
3168,8.95,3.97,1.05,1.052,G8/K0III,Giant,1.943952533815576,14.271698232548644,5200.0,3245931259.3642364
3169,8.88,2.79,0.81,1.143,K0III,Giant,1.1080210163679869,30.82227385030166,5000.0,5159415537.408938
3170,9.3,5.62,1.08,0.409,F2V,Dwarf,3.048681577845306,5.158962192632345,7200.0,1017945104.7588652
3171,8.43,2.19,1.41,0.1,A5IV,Dwarf,0.1322205742005913,75.71885037397898,8750.0,2640548071.080491
3172,7.91,7.61,0.95,0.423,F3V,Dwarf,2.316923283852864,10.12231925904904,7050.0,1487201997.0765834
3173,9.52,9.2,1.21,0.444,F5V,Dwarf,4.338939136727776,1.5719328408087667,6750.0,639319022.1039101
3175,9.11,0.63,1.18,1.168,K1III,Giant,-1.8932972527320935,489.1599742602893,4850.0,21844904881.947803
3176,8.14,6.54,1.22,0.388,F2IV/V,Dwarf,2.217888741621337,11.08908703980423,7200.0,1492420073.4810774
3177,8.63,0.52,1.04,1.219,K1III,Giant,-2.789983281826002,1117.2308815588572,4850.0,33013849496.11599
3179,9.54,5.68,1.34,0.495,F7/F8V,Dwarf,3.3117416785550926,4.048863538270303,6450.0,1123712777.241632
3181,7.79,5.54,0.82,0.334,F2V,Dwarf,1.5075488236421482,21.33269416121463,7200.0,2069979474.8520682
3182,7.56,3.39,0.81,1.169,K0/K1III,Giant,0.21099849101540968,70.41923422035124,5000.0,7798549243.328359
3183,8.51,9.83,0.83,0.504,F8IV/V,Dwarf,3.4727675891606786,3.4907569686587627,6300.0,1093671478.4724722
3184,9.72,9.92,1.46,0.557,G1V,Dwarf,4.702558360770892,1.1245510049739145,5900.0,707772581.1486175
3185,9.58,12.22,1.01,0.625,G3V,Dwarf,5.015356029532677,0.8430511957421697,5700.0,656576661.7301397
3186,9.36,8.2,1.48,0.724,G5V,Dwarf,3.929069261918583,2.2929257158046896,5500.0,1162994851.2272837
3187,5.93,12.45,0.74,0.141,A1V,Dwarf,1.4058467571587752,23.42763939432056,9750.0,1182941348.568395
3188,8.66,3.7,1.41,1.052,K0/K1IIIp..,Giant,1.501008620334975,21.461591133320418,5000.0,4305257462.918893
3189,7.76,0.44,0.97,1.316,K2III,Giant,-4.022736617569064,3477.510669053535,4700.0,62022133029.82414
3190,8.26,0.72,1.04,0.47,B1Ibp,Giant,-2.453337517843657,819.3661456857709,23500.0,1204235600.3004103
3191,7.92,6.42,1.07,0.108,A2V,Dwarf,1.957675140344266,14.092444792884649,9500.0,966393808.8240936
3192,9.15,0.14,1.1,1.157,K3III,Giant,-5.119359821608809,9548.590859396243,4550.0,109661713518.23347
3193,9.39,8.3,1.3,0.593,F7V,Dwarf,3.9853904618803693,2.1770098759485905,6450.0,823984322.7601889
3194,5.57,8.09,0.66,0.697,G0III,Giant,0.10974260806136193,77.30287377368975,6000.0,5674185079.087587
3195,9.62,5.34,1.45,0.553,F6V,Dwarf,3.2577062851427794,4.255478082246983,6600.0,1100257876.9130878
3196,8.14,1.15,0.94,0.02,B1.5III-IVn,Dwarf,-1.5565107982319404,358.69863074106314,23500.0,796777961.8152217
3197,9.21,2.88,1.29,0.577,F6V,Dwarf,1.5069624387961547,21.3442192089101,6600.0,2464111999.8766603
3198,7.77,2.75,1.07,1.391,M4III,Giant,-0.03333653084868615,88.19218534457673,3100.0,22703867467.898632
3199,6.12,7.38,0.92,0.919,G8II-III,Giant,0.4602818091152088,55.97229005809197,5200.0,6428180000.062963
3200,8.28,2.29,1.08,0.984,K0III/IV,Dwarf,0.0791774116994386,79.51010336137158,5000.0,8286656348.781067
3201,8.79,0.21,1.39,1.161,K1III,Giant,-4.598903526330407,5912.165021490148,4850.0,75944788177.03464
3202,9.32,2.61,1.38,0.923,G8III,Giant,1.4032025366914045,23.484767808478065,5200.0,4163845691.6981006
3203,7.61,4.51,0.95,1.132,K0II-III,Giant,0.8808827093898017,37.99482577699675,5000.0,5728361253.647638
3204,9.65,3.58,0.93,0.466,F0/F2IV/V,Dwarf,2.4194151332193723,9.210459107175138,7500.0,1253505636.2673187
3205,8.55,4.39,1.09,1.205,K1III,Giant,1.7623226012106077,16.870625836050042,4850.0,4056862590.986558
3206,9.5,5.41,2.4,0.646,G2/G3V,Dwarf,3.1659863255328453,4.63060933350824,5800.0,1486179487.378871
3207,7.15,8.03,0.94,0.866,G5III:+...,Giant,1.673577726393404,18.30757769909094,5500.0,3286232167.891146
3208,9.41,7.62,1.21,0.692,G3V,Dwarf,3.819774856698004,2.535770196420049,5700.0,1138710731.9100034
3209,7.35,2.03,0.84,1.689,M1III:,Giant,-1.1125198104339358,238.30030924587078,3400.0,31025061236.96484
3210,5.25,15.02,0.72,1.044,K1II/III,Giant,1.1333496633407485,30.11152276008129,4850.0,5419897341.245953
3211,9.17,6.55,1.23,1.015,K1III,Giant,3.2512064999589168,4.2810312666502295,4850.0,2043614150.3533497
3212,5.68,10.3,0.58,1.051,K1III,Giant,0.7441861235258607,43.09290538340353,4850.0,6483769829.139914
3213,8.33,2.76,0.84,0.39,B3Vne,Dwarf,0.5345454103260892,52.27164617302899,20500.0,399699444.8698304
3214,5.79,10.74,0.76,1.073,K0III,Giant,0.9450214068176841,35.81522790561542,5000.0,5561629184.178344
3215,8.17,15.34,1.1,0.636,G8/K0V,Dwarf,4.099126798064811,1.9604854863044854,5200.0,1203048973.781813
3216,8.49,13.16,1.04,0.575,F8V,Dwarf,4.086279446389684,1.983822558637063,6300.0,824476899.2769226
3217,9.98,4.43,1.14,0.546,F8V,Dwarf,3.212018631115349,4.43837830680636,6300.0,1233216247.698843
3218,7.69,7.93,0.69,0.453,F5V,Dwarf,2.18636593658802,11.415778492273306,6750.0,1722873533.4444063
3219,6.2,23.82,0.87,0.443,F7IV-V,Dwarf,3.0847087857337936,4.990576929601495,6450.0,1247567712.4892309
3220,8.73,0.5,1.26,1.341,K2IV/V,Dwarf,-2.775149978319906,1102.070351560204,4700.0,34915408063.420876
3221,6.58,3.41,0.56,0.008,B9V,Dwarf,-0.756228105037513,171.63305308128756,11500.0,2301510506.2979345
3222,9.22,4.49,1.19,0.568,F7V,Dwarf,2.481231705016617,8.700684809451028,6450.0,1647272572.316217
3223,6.43,4.47,0.81,1.482,K4III,Giant,-0.31846238434031804,114.67956690365787,4400.0,12851264068.473898
3224,7.53,23.9,0.85,0.577,G0V,Dwarf,4.42198950474069,1.456170435680666,6000.0,778774607.2064065
3225,8.97,6.46,2.25,1.047,K1III,Giant,3.0211625899754218,5.291398631304018,4850.0,2272008446.6235323
3226,8.77,6.29,1.56,0.539,F7V,Dwarf,2.763253227226345,6.710259101866152,6450.0,1446633087.6371841
3227,7.42,4.37,0.69,1.395,K4III,Giant,0.6224071848521096,48.208069719823186,4400.0,8332257765.054291
3228,8.34,4.09,1.16,1.14,K1III,Giant,1.3986165400367092,23.584178837559385,4850.0,4796617427.111391
3229,6.67,11.91,0.66,0.33,F0V,Dwarf,2.049558807413888,12.948846158681977,7500.0,1486281894.2857726
3230,8.46,0.88,1.14,1.097,K1III,Giant,-1.8175866392491553,456.21040005168334,4850.0,21096348543.152603
3231,7.98,3.87,0.95,1.13,K0III,Giant,0.9185548250945565,36.69905416528292,5000.0,5629834207.553681
3232,9.35,12.68,1.23,0.748,K0/1V (+K),Dwarf,4.86559626772857,0.9677446831881428,5000.0,914215471.7471974
3233,9.12,3.79,0.94,0.58,F2III,Giant,2.01319604984036,13.389886268236399,7200.0,1639953861.3456757
3234,8.92,8.44,1.12,0.542,F7V,Dwarf,3.551712233128276,3.2459378939672314,6450.0,1006141012.6832423
3235,10.98,12.88,2.37,1.013,K3V,Dwarf,6.529579315118967,0.20899452186857304,4550.0,513041901.41940314
3236,8.47,4.6,1.02,1.136,K1III,Giant,1.7837891584078704,16.54032920672685,4850.0,4016953236.268176
3237,8.82,0.36,1.03,0.538,B1II,Giant,-3.3984874961635647,1956.8456237091582,23500.0,1861018698.1591969
3238,6.44,6.3,2.07,1.071,K0III,Giant,0.43670274726791014,57.201203161075284,5000.0,7028631130.426478
3239,8.55,0.36,0.87,1.093,G8III,Giant,-3.6684874961635643,2509.353620512909,5200.0,43041007096.794
3240,7.87,2.63,0.87,1.176,K1III,Giant,-0.03022125755120797,87.93948820926913,4850.0,9262253608.53116
3241,8.82,3.49,1.32,0.541,F5V,Dwarf,1.5341271347959005,20.81679477864502,6750.0,2326524140.4404755
3242,7.04,4.06,1.05,0.907,K0/1III +G,Giant,0.08263016788596822,79.25764205450274,5000.0,8273489950.252058
3243,8.96,0.87,0.99,0.41,B0.5III,Giant,-1.3424037369069062,294.4982309412052,25000.0,637924829.628306
3244,7.67,3.37,1.15,1.686,M1III,Giant,0.3081495043566935,64.39156568026809,3400.0,16127417797.797102
3245,7.63,16.91,1.15,0.471,F3V,Dwarf,3.7707180379887077,2.6529776047302853,7050.0,761371711.0267212
3246,8.46,10.58,2.15,1.2,F8V,Dwarf,3.582428338495836,3.1553908421561956,6300.0,1039809210.3132541
3247,8.4,2.9,1.08,1.264,K2III,Giant,0.7119899894947803,44.389971030296145,4700.0,7007367481.313684
3248,7.8,2.95,0.75,1.099,F2V,Dwarf,0.14911007989081604,74.55003945266034,7200.0,3869609356.15047
3249,10.5,2.53,1.59,0.66,B0.5V,Dwarf,2.5156026058790903,8.429550193427998,25000.0,107927063.69653767
3250,8.76,22.86,0.87,0.743,G6V,Dwarf,5.555381130296313,0.5126645704479018,5400.0,570475912.0208055
3251,8.77,8.12,1.13,0.551,F6/F7V,Dwarf,3.317780146205875,4.026406644288956,6600.0,1070234937.8774137
3252,7.41,4.28,0.9,0.947,G6III,Giant,0.5672188450658613,50.721975736130325,5400.0,5674384229.445075
3253,8.51,11.77,1.2,0.613,G3V,Dwarf,3.8638823142171734,2.434815423163168,5700.0,1115813185.6533132
3254,9.07,2.45,1.49,0.891,G8III,Giant,1.0158304218226633,33.55387812454552,5200.0,4977059727.978464
